Bin_ID,Sample,Watermass,Date,Bin_Size(Mbp),16S,ORF_count,Completeness,Contamination,Strain_Heterogeneity,percent_Community,dRep_85_95,Classification
42_bin.38,42,SAW,14/03/16,2.170437,NODE_856_length_28765_cov_8.333380,1892,97.31,0,0,0.576698288,45_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__
42_bin.39,42,SAW,14/03/16,1.450968,x,1468,78.55,0.87,100,1.177197244,119_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__
42_bin.43,42,SAW,14/03/16,3.169983,x,3116,85.7,8.56,27.12,0.508538522,122_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__
42_bin.44,42,SAW,14/03/16,5.980497,x,5616,57.76,0.86,0,0.260655069,214_0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__;s__
42_bin.47,42,SAW,14/03/16,4.007846,x,3666,97.97,0.71,0,0.526283941,57_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691;s__
42_bin.50,42,SAW,14/03/16,1.099278,x,1096,88.85,0.68,100,0.292837322,212_0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__GCA-2690565;s__
42_bin.51,42,SAW,14/03/16,1.085438,x,1180,58.03,3.91,5,3.815524881,144_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__
42_bin.53,42,SAW,14/03/16,2.240688,NODE_475_length_41032_cov_29.838139,2004,92.59,0.7,0,1.822870193,111_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245
42_bin.55,42,SAW,14/03/16,3.789769,x,3054,96.88,0.23,0,5.890001238,62_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
42_bin.57,42,SAW,14/03/16,2.167606,NODE_1873_length_16986_cov_6.114140,2075,91.04,2.04,22.22,0.385772951,117_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__UBA7434 sp002726445
42_bin.58,42,SAW,14/03/16,0.823505,NODE_9013_length_5418_cov_86.488485,893,52.43,0.8,33.33,3.722275495,152_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
42_bin.59,42,SAW,14/03/16,2.402329,x,2360,62.07,5.17,100,0.468740669,169_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__
42_bin.60,42,SAW,14/03/16,1.320592,x,1568,69.2,1.07,66.67,0.315084391,1_1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__
42_bin.62,42,SAW,14/03/16,1.607864,x,1786,90.9,0.54,100,0.757599431,2_2,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003208835
42_bin.65,42,SAW,14/03/16,3.981446,x,3235,90.85,2.04,0,1.024781113,61_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
42_bin.66,42,SAW,14/03/16,2.591536,NODE_224_length_60805_cov_31.108731,2635,80.38,5.71,11.11,1.44727683,128_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__
42_bin.67,42,SAW,14/03/16,2.466217,x,2347,90.75,8.39,18.6,0.364294616,82_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
43_bin.10,43,Deep,14/03/16,2.419917,x,2177,69.66,0.68,100,3.820357689,73_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__
43_bin.18,43,Deep,14/03/16,1.650374,NODE_9379_length_3578_cov_9.004856,1701,80.99,1.88,0,1.192739187,51_1,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687;s__
43_bin.23,43,Deep,14/03/16,1.981243,x,2126,85.04,9.54,0,1.041490732,10_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002699725
43_bin.24,43,Deep,14/03/16,2.47517,NODE_70_length_54867_cov_13.047107,2491,84.49,0.99,0,1.498580561,209_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__
43_bin.25,43,Deep,14/03/16,1.66437,x,1802,54.31,6.75,100,0.899069646,210_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__
43_bin.27,43,Deep,14/03/16,1.445074,x,1481,71.95,0.74,33.33,2.536973793,148_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
43_bin.28,43,Deep,14/03/16,1.227324,NODE_1128_length_12656_cov_20.172589,1132,72.22,0.06,0,2.23344843,21_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__
43_bin.30,43,Deep,14/03/16,1.387514,x,1195,69.2,0,0,4.64585158,18_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u
43_bin.31,43,Deep,14/03/16,1.732978,x,1793,55.18,3.65,100,3.265033769,52_1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__
43_bin.33,43,Deep,14/03/16,2.567995,NODE_662_length_17396_cov_21.519776,2457,62.5,0.61,0,3.310718923,199_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995
43_bin.36,43,Deep,14/03/16,2.990937,x,2797,84.78,2.07,0,1.967230354,74_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__;s__
43_bin.37,43,Deep,14/03/16,3.328731,x,3065,90.43,1.79,22.22,0.988932953,195_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__
43_bin.42,43,Deep,14/03/16,3.196021,NODE_327_length_26483_cov_10.669961,3107,92.9,1.47,50,1.376227498,201_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA11791;s__
43_bin.45,43,Deep,14/03/16,3.762467,NODE_359_length_24887_cov_5.678275,3421,82.45,5.66,6.67,0.737323177,203_1,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__;f__;g__;s__
43_bin.5,43,Deep,14/03/16,2.552131,x,2814,54.91,3.59,23.08,0.597580762,202_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
43_bin.6,43,Deep,14/03/16,1.472405,x,1501,55.17,0,0,0.705330132,116_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
43_bin.8,43,Deep,14/03/16,1.45552,x,1499,93.77,0,0,2.919731503,108_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__
43_bin.9,43,Deep,14/03/16,1.800487,NODE_1300_length_11542_cov_6.792499,1578,83.73,1.13,75,0.943530956,19_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P;s__
44_bin.11,44,STW,23/08/16,1.770541,NODE_428_length_25501_cov_6.344438,1873,83.9,1.55,75,1.130537133,190_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp000817085
44_bin.13,44,STW,23/08/16,1.329403,NODE_691_length_20264_cov_38.239065,1391,85.76,3.24,33.33,3.870437649,136_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345
44_bin.17,44,STW,23/08/16,1.016443,x,1353,85.11,0.97,0,5.040415402,50_1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002690535
44_bin.21,44,STW,23/08/16,1.221781,x,1242,78,4.4,0,1.45948261,26_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
44_bin.27,44,STW,23/08/16,0.995647,NODE_48_length_55456_cov_18.261904,863,50.67,0,0,3.22457021,18_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895
44_bin.35,44,STW,23/08/16,1.364883,NODE_136_length_40523_cov_16.304233,1380,70.59,0.61,0,2.430917595,53_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654;s__UBA11654 sp002691305
45_bin.18,45,Front,23/08/16,1.470859,NODE_2_length_124812_cov_22.810478,1316,82.93,0.86,100,3.964106086,29_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
45_bin.3,45,Front,23/08/16,0.934453,x,1014,53.89,0.8,0,2.341719101,152_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
45_bin.9,45,Front,23/08/16,1.970288,x,2126,63.34,2.63,50,0.764569072,197_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002295285
46_bin.18,46,SAW,23/08/16,0.892799,x,935,57.69,7.14,0,1.60867593,135_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__
46_bin.2,46,SAW,23/08/16,3.55064,NODE_5889_length_6460_cov_5.801347,3057,90.64,1.02,50,0.333636169,68_0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__
46_bin.25,46,SAW,23/08/16,1.120606,x,1298,53.42,4.76,10,33.98415405,1_1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__
46_bin.26,46,SAW,23/08/16,1.576354,x,1531,68.22,7.9,8.51,0.518404159,102_0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
46_bin.29,46,SAW,23/08/16,4.321169,NODE_11798_length_4391_cov_3.483310,3904,50.11,2.35,0,0.186132471,56_0,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula sp002862205
46_bin.30,46,SAW,23/08/16,4.057488,NODE_2255_length_10712_cov_5.334180,3768,93.14,0.84,0,0.362195539,205_0,d__Bacteria;p__Binatota;c__Binatia;o__UBA12015;f__UBA12015;g__UBA12015;s__UBA12015 sp003447545
46_bin.36,46,SAW,23/08/16,1.317452,NODE_6_length_101790_cov_38.141300,1297,84.04,4.41,16.67,2.422813339,103_2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__
46_bin.4,46,SAW,23/08/16,2.044048,x,2153,85.6,2.54,20,1.040679733,200_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__
46_bin.47,46,SAW,23/08/16,3.448676,NODE_5645_length_6608_cov_8.567141,2973,89.75,5.37,11.76,0.460415716,66_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__
46_bin.51,46,SAW,23/08/16,1.276073,NODE_13827_length_4002_cov_5.514395,1312,78.44,0.88,50,0.387111678,94_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537;s__
46_bin.52,46,SAW,23/08/16,1.447995,x,1299,85.08,2,100,2.87946505,29_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
46_bin.6,46,SAW,23/08/16,2.293069,x,2509,69.66,5.56,57.14,0.330190957,186_2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA9040;s__
47_bin.12,47,Deep,23/08/16,1.073351,x,1044,61.02,0,0,2.870831191,21_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__
47_bin.13,47,Deep,23/08/16,2.929955,x,2674,80.32,2.7,33.33,2.321703252,73_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__
47_bin.16,47,Deep,23/08/16,1.270513,x,1138,70,0,0,4.630640099,18_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u
47_bin.20,47,Deep,23/08/16,1.421558,NODE_299_length_28116_cov_14.386355,1476,67.65,0.49,0,1.7131149,148_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
47_bin.21,47,Deep,23/08/16,1.72165,x,1780,83.85,2.74,0,1.465743397,51_1,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687;s__
47_bin.25,47,Deep,23/08/16,1.911324,x,1983,82.02,1.19,50,1.15634588,15_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__;g__;s__
47_bin.30,47,Deep,23/08/16,2.904632,x,2928,74.55,6.58,28.12,1.541305421,201_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA11791;s__
47_bin.36,47,Deep,23/08/16,2.703617,NODE_89_length_57071_cov_15.702811,2669,98.72,2.56,25,2.373198096,188_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA2110;s__
47_bin.37,47,Deep,23/08/16,2.991795,NODE_674_length_16841_cov_22.890122,2916,95.88,2.44,0,3.698305619,199_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995
47_bin.38,47,Deep,23/08/16,2.651558,NODE_229_length_33323_cov_26.845545,2600,92.32,0.99,0,3.197778565,209_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__
47_bin.39,47,Deep,23/08/16,1.808856,NODE_5780_length_4267_cov_5.836277,1767,78.21,2.26,0,0.931991,189_1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__
47_bin.4,47,Deep,23/08/16,5.978527,NODE_165_length_40700_cov_12.889225,4507,93.27,2.29,16.67,1.856718208,23_1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437;s__
47_bin.40,47,Deep,23/08/16,3.796064,NODE_7041_length_3801_cov_6.705424,3277,82.15,1.36,0,1.050968234,67_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__
47_bin.41,47,Deep,23/08/16,2.025147,NODE_852_length_14639_cov_27.753056,2029,90.09,2.99,25,3.971700847,12_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__
47_bin.42,47,Deep,23/08/16,1.90045,x,1988,63.71,3.73,50,1.465568603,210_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__
47_bin.5,47,Deep,23/08/16,1.267502,x,1250,53.01,0,0,4.744015122,52_1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002082305
47_bin.9,47,Deep,23/08/16,4.627105,x,3746,93.82,3.97,0,4.293770971,203_1,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__;f__;g__;s__
48_bin.1,48,STW,2/02/17,2.574387,NODE_169_length_43615_cov_5.740686,2602,93.32,3.12,34.78,0.534817742,79_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp001642945
48_bin.2,48,STW,2/02/17,1.849048,x,1616,84.53,0.06,0,0.690030209,34_0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__
48_bin.20,48,STW,2/02/17,1.536277,x,1756,55.02,1.4,0,0.336205373,186_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA9040;s__
48_bin.32,48,STW,2/02/17,1.882602,x,1660,86.13,0.06,100,0.730012605,32_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
48_bin.34,48,STW,2/02/17,4.593024,x,3710,86.02,1.08,0,0.646345686,7_0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__
48_bin.37,48,STW,2/02/17,2.163511,NODE_2477_length_9389_cov_11.490335,2170,91.52,1.33,70,1.040134991,184_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002683395
48_bin.41,48,STW,2/02/17,3.360671,NODE_136_length_48975_cov_9.453638,3065,97.82,2.85,0,0.961004301,181_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
48_bin.44,48,STW,2/02/17,1.188482,NODE_566_length_23546_cov_5.772381,1202,52.93,1.47,0,0.464576339,126_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__
48_bin.55,48,STW,2/02/17,2.967801,NODE_4005_length_6880_cov_6.280318,2942,89.79,4.06,7.69,0.598648522,183_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
48_bin.8,48,STW,2/02/17,1.928132,NODE_75_length_60752_cov_18.235896,1592,86.4,0,0,2.136425729,33_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__
49_bin.2,49,Front,2/02/17,1.868389,x,1662,76.89,0.06,100,6.847680301,41_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
49_bin.4,49,Front,2/02/17,1.03734,x,1014,50.96,0.86,50,7.54880687,29_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
5_bin.10,5,SAW,29/07/14,1.948516,x,2128,68.69,2.56,77.78,0.976820285,200_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__
5_bin.13,5,SAW,29/07/14,1.2812,x,1507,67.62,1.22,80,1.159790374,1_1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__
5_bin.15,5,SAW,29/07/14,1.30497,NODE_11_length_77305_cov_21.021754,1329,75.72,6.95,0,3.550329067,108_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__
5_bin.19,5,SAW,29/07/14,0.786308,NODE_12476_length_3030_cov_14.330511,1165,58.12,4.37,20,1.32674045,50_2,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
5_bin.20,5,SAW,29/07/14,1.660372,x,1846,93.03,0.54,50,4.476065775,2_2,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003208835
5_bin.21,5,SAW,29/07/14,1.722772,x,1713,70.2,1.73,33.33,0.943170339,52_1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__
5_bin.25,5,SAW,29/07/14,1.225421,x,1168,62.04,1.11,0,1.129332864,29_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
5_bin.28,5,SAW,29/07/14,1.078043,x,1175,51.87,3.62,0,2.539120425,152_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
5_bin.4,5,SAW,29/07/14,1.41966,x,1283,80.74,0.8,100,6.473198219,29_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
5_bin.9,5,SAW,29/07/14,3.347697,NODE_3836_length_5953_cov_3.894997,3014,74.64,4.78,20,0.743008875,55_2,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__
50_bin.11,50,SAW,2/02/17,2.063675,x,2043,65.58,1.96,50,2.099826988,125_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__
50_bin.14,50,SAW,2/02/17,2.222826,NODE_3971_length_5702_cov_6.354489,2026,91.79,0.57,33.33,2.836732865,111_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245
50_bin.15,50,SAW,2/02/17,2.254886,NODE_981_length_14282_cov_13.957691,2193,91.61,0.51,33.33,3.728544579,120_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__
50_bin.16,50,SAW,2/02/17,1.663598,NODE_7183_length_3839_cov_5.616162,1548,73.61,0,0,1.430222113,32_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
50_bin.2,50,SAW,2/02/17,1.43059,NODE_819_length_15550_cov_13.169521,1291,83.73,0.06,100,2.533151392,29_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
50_bin.20,50,SAW,2/02/17,1.660633,x,1736,61,1.73,0,1.01531872,116_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
50_bin.21,50,SAW,2/02/17,1.086586,NODE_3254_length_6624_cov_33.063846,1172,60.08,1.9,20,5.641024587,152_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
50_bin.23,50,SAW,2/02/17,2.452702,x,2348,87.68,1.98,16.67,2.209563891,105_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__
50_bin.24,50,SAW,2/02/17,3.977739,NODE_346_length_24988_cov_14.244992,3356,93.44,0.45,50,2.276391537,62_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
50_bin.27,50,SAW,2/02/17,1.646011,x,1830,92.62,0.27,100,3.633423089,2_2,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003208835
50_bin.5,50,SAW,2/02/17,2.477234,NODE_5988_length_4343_cov_6.194327,2499,80.01,3.52,47.06,1.494189394,169_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__
50_bin.9,50,SAW,2/02/17,2.956788,NODE_2979_length_7027_cov_6.982878,2829,88.42,2.82,20,2.078395982,174_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002390555
51_bin.1,51,Deep,2/02/17,1.737617,x,1653,74.39,1.03,80,4.686376986,52_1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp000213335
51_bin.12,51,Deep,2/02/17,1.302734,x,1397,57.82,0.09,100,0.506535133,210_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__
51_bin.15,51,Deep,2/02/17,1.678129,x,1860,63.46,1.32,33.33,0.610822186,200_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__
51_bin.16,51,Deep,2/02/17,1.489053,NODE_224_length_46418_cov_74.589802,1293,82.4,0,0,7.880462005,18_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u
51_bin.18,51,Deep,2/02/17,2.170373,NODE_50_length_95744_cov_21.787670,2119,88.02,2.14,0,2.39177247,10_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002699725
51_bin.19,51,Deep,2/02/17,2.021206,x,2047,79.45,1.62,50,0.726960462,74_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__;s__
51_bin.21,51,Deep,2/02/17,1.82792,x,1881,59.87,4.46,40,0.61658629,206_1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002313925
