Watermass,Completeness,Phylum,Gene,Category,Counts
NW,60.6,Bacteroidota,ArsC,Alternative e acceptor,0
NW,52.16,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,82.18,Bacteroidota,ArsC,Alternative e acceptor,1
NW,83.73,Bacteroidota,ArsC,Alternative e acceptor,0
NW,97.41,Bacteroidota,ArsC,Alternative e acceptor,1
STW,84.38,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,84.93,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,56.35,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,97.31,Bacteroidota,ArsC,Alternative e acceptor,0
Deep,54.31,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,84.49,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,69.2,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,74.05,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,83.61,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,85.05,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,90.9,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,76.4,Dadabacteria,ArsC,Alternative e acceptor,0
SAW,70.69,Fibrobacterota,ArsC,Alternative e acceptor,1
SAW,57.76,Myxococcota,ArsC,Alternative e acceptor,0
Deep,80.99,Nitrospinota,ArsC,Alternative e acceptor,1
SAW,61.58,Planctomycetota,ArsC,Alternative e acceptor,0
NW,92.87,Planctomycetota,ArsC,Alternative e acceptor,0
NW,94.18,Planctomycetota,ArsC,Alternative e acceptor,0
STW,90.52,Planctomycetota,ArsC,Alternative e acceptor,0
NW,89.82,Proteobacteria,ArsC,Alternative e acceptor,1
NW,91.68,Proteobacteria,ArsC,Alternative e acceptor,1
STW,92.47,Proteobacteria,ArsC,Alternative e acceptor,1
NW,50,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,89.78,Proteobacteria,ArsC,Alternative e acceptor,1
Front,58.6,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,66.61,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,57.74,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,60.24,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,78.55,Proteobacteria,ArsC,Alternative e acceptor,0
NW,64.83,Proteobacteria,ArsC,Alternative e acceptor,0
NW,67.68,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,50.69,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,74.88,Proteobacteria,ArsC,Alternative e acceptor,1
NW,86.98,Proteobacteria,ArsC,Alternative e acceptor,1
NW,91.46,Proteobacteria,ArsC,Alternative e acceptor,0
NW,88.07,Proteobacteria,ArsC,Alternative e acceptor,0
STW,90.63,Proteobacteria,ArsC,Alternative e acceptor,0
Front,83.63,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,89.33,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,60.74,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,70.34,Proteobacteria,ArsC,Alternative e acceptor,1
Front,91.38,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,93.71,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,93.76,Proteobacteria,ArsC,Alternative e acceptor,0
NW,50.34,Proteobacteria,ArsC,Alternative e acceptor,0
NW,52.76,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,60.34,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,51.72,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,79.19,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,80.38,Proteobacteria,ArsC,Alternative e acceptor,0
NW,97.73,Proteobacteria,ArsC,Alternative e acceptor,0
NW,97.12,Proteobacteria,ArsC,Alternative e acceptor,0
STW,97.73,Proteobacteria,ArsC,Alternative e acceptor,0
Front,69.12,Proteobacteria,ArsC,Alternative e acceptor,0
NW,80.53,Proteobacteria,ArsC,Alternative e acceptor,0
NW,90.92,Proteobacteria,ArsC,Alternative e acceptor,0
STW,80.68,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,54.62,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,66.67,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,87.93,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,85.61,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,85.7,Proteobacteria,ArsC,Alternative e acceptor,0
Front,68.21,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,63.74,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,57.18,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,62.59,Proteobacteria,ArsC,Alternative e acceptor,0
NW,66.03,Proteobacteria,ArsC,Alternative e acceptor,0
NW,59.25,Proteobacteria,ArsC,Alternative e acceptor,1
NW,90.22,Proteobacteria,ArsC,Alternative e acceptor,0
NW,89.89,Proteobacteria,ArsC,Alternative e acceptor,0
STW,90.02,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,83.87,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,82.06,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,90.55,Proteobacteria,ArsC,Alternative e acceptor,0
NW,51.74,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,66.56,Proteobacteria,ArsC,Alternative e acceptor,0
NW,62.07,Proteobacteria,ArsC,Alternative e acceptor,0
NW,97.93,Proteobacteria,ArsC,Alternative e acceptor,1
STW,87.7,Proteobacteria,ArsC,Alternative e acceptor,1
NW,80.68,Proteobacteria,ArsC,Alternative e acceptor,1
NW,83.79,Proteobacteria,ArsC,Alternative e acceptor,1
STW,71.23,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,76.89,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,50.45,Proteobacteria,ArsC,Alternative e acceptor,1
STW,56.03,Proteobacteria,ArsC,Alternative e acceptor,0
NW,70.82,Proteobacteria,ArsC,Alternative e acceptor,0
STW,69.86,Proteobacteria,ArsC,Alternative e acceptor,0
NW,51.72,Proteobacteria,ArsC,Alternative e acceptor,0
NW,51.72,Proteobacteria,ArsC,Alternative e acceptor,0
STW,65.52,Proteobacteria,ArsC,Alternative e acceptor,1
Front,60.34,Proteobacteria,ArsC,Alternative e acceptor,0
NW,83.44,Proteobacteria,ArsC,Alternative e acceptor,0
STW,60.19,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,89.84,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,88.55,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,88.4,Proteobacteria,ArsC,Alternative e acceptor,1
NW,88.89,Proteobacteria,ArsC,Alternative e acceptor,1
NW,91.85,Proteobacteria,ArsC,Alternative e acceptor,1
STW,91.11,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,78.05,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,77.18,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,54.91,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,88.31,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,82.64,Proteobacteria,ArsC,Alternative e acceptor,1
NW,89.55,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,70.96,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,55.17,Proteobacteria,ArsC,Alternative e acceptor,0
Front,87.28,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,77.95,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,88.79,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,94.14,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,92.59,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,60.34,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,65.52,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,52.27,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,62.07,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,61.91,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,90.43,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,91.04,Proteobacteria,ArsC,Alternative e acceptor,1
Front,66.38,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,61.2,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,68.2,Proteobacteria,ArsC,Alternative e acceptor,1
STW,58.33,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,60.5,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,53.16,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,52.43,Proteobacteria,ArsC,Alternative e acceptor,0
Front,57.76,Proteobacteria,ArsC,Alternative e acceptor,0
STW,77.59,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,58.03,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,71.95,Proteobacteria,ArsC,Alternative e acceptor,1
NW,51.19,Proteobacteria,ArsC,Alternative e acceptor,1
Front,67.81,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,64.45,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,53.05,Proteobacteria,ArsC,Alternative e acceptor,1
NW,71.07,Proteobacteria,ArsC,Alternative e acceptor,1
Front,57.82,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,82.67,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,93.77,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,62.5,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,92.9,Proteobacteria,ArsC,Alternative e acceptor,1
NW,60.92,Proteobacteria,ArsC,Alternative e acceptor,0
NW,69.83,Proteobacteria,ArsC,Alternative e acceptor,0
STW,53.45,Proteobacteria,ArsC,Alternative e acceptor,0
Front,67.24,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,60.59,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,80.9,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,55.18,SAR324,ArsC,Alternative e acceptor,0
Deep,82.45,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,50,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,54.31,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,92.76,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,98.65,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,97.97,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,94.26,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,65.68,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Front,63.7,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,94.37,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,88.85,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,69.66,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,84.78,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,67.3,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,92.19,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,90.85,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Front,95.53,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,97.9,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,97.96,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,97.56,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,96.88,Verrucomicrobiota,ArsC,Alternative e acceptor,0
NW,97.45,Verrucomicrobiota,ArsC,Alternative e acceptor,0
NW,95.47,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,87.56,Verrucomicrobiota,ArsC,Alternative e acceptor,0
NW,61.26,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,85.11,Crenarchaeota,ArsC,Alternative e acceptor,1
STW,78,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,50.67,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,70,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,82.93,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,85.08,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,61.02,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,83.9,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,90.09,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,98.72,Actinobacteriota,ArsC,Alternative e acceptor,0
SAW,69.66,Actinobacteriota,ArsC,Alternative e acceptor,0
SAW,68.22,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,84.04,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,78.44,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,93.14,Binatota,ArsC,Alternative e acceptor,0
Deep,82.02,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,63.71,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,92.32,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,53.42,Cyanobacteria,ArsC,Alternative e acceptor,0
Deep,78.21,Gemmatimonadota,ArsC,Alternative e acceptor,0
Deep,83.85,Nitrospinota,ArsC,Alternative e acceptor,1
SAW,50.11,Planctomycetota,ArsC,Alternative e acceptor,0
Deep,93.27,Planctomycetota,ArsC,Alternative e acceptor,1
SAW,57.69,Proteobacteria,ArsC,Alternative e acceptor,1
STW,85.76,Proteobacteria,ArsC,Alternative e acceptor,1
Front,53.89,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,67.65,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,95.88,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,74.55,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,85.6,Proteobacteria,ArsC,Alternative e acceptor,1
Front,63.34,Proteobacteria,ArsC,Alternative e acceptor,0
STW,70.59,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,53.01,SAR324,ArsC,Alternative e acceptor,0
Deep,93.82,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,80.32,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,82.15,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,90.64,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,89.75,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,84.53,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,86.13,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,73.61,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,76.89,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,86.4,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,62.5,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,82.4,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,50.96,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,83.73,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,84.53,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,61.81,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,78.29,Acidobacteriota,ArsC,Alternative e acceptor,0
Deep,88.02,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,95.73,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,98.72,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,55.02,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,69.91,Bacteroidota,ArsC,Alternative e acceptor,1
Deep,57.82,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,81.85,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,92.62,Cyanobacteria,ArsC,Alternative e acceptor,0
Deep,59.87,Gemmatimonadota,ArsC,Alternative e acceptor,0
Deep,82.86,Planctomycetota,ArsC,Alternative e acceptor,1
STW,86.02,Planctomycetota,ArsC,Alternative e acceptor,0
STW,52.93,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,100,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,91.61,Proteobacteria,ArsC,Alternative e acceptor,1
STW,93.32,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,65.58,Proteobacteria,ArsC,Alternative e acceptor,0
STW,97.82,Proteobacteria,ArsC,Alternative e acceptor,1
STW,89.79,Proteobacteria,ArsC,Alternative e acceptor,1
STW,91.52,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,88.42,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,61,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,91.79,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,80.01,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,87.68,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,60.23,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,60.08,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,72.79,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,90.55,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,79.95,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,63.46,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,74.39,SAR324,ArsC,Alternative e acceptor,0
Deep,68.23,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,79.45,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,74.98,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,96.88,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,93.44,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,93.07,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,86.53,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,53.45,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,99.46,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,61.3,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,71.4,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,87.51,Bacteroidota,ArsC,Alternative e acceptor,1
STW,66.89,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,81.99,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,61.79,Bacteroidota,ArsC,Alternative e acceptor,1
STW,63.23,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,74.32,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,61.38,Bacteroidota,ArsC,Alternative e acceptor,1
STW,89.67,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,82.85,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,65.79,Bacteroidota,ArsC,Alternative e acceptor,0
STW,92.13,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,70.92,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,85.28,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,63.72,Cyanobacteria,ArsC,Alternative e acceptor,0
STW,83.87,Planctomycetota,ArsC,Alternative e acceptor,0
SAW,55.42,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,56.02,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,72.66,Proteobacteria,ArsC,Alternative e acceptor,1
STW,89.43,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,50.71,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,95.28,Proteobacteria,ArsC,Alternative e acceptor,0
STW,92.32,Proteobacteria,ArsC,Alternative e acceptor,0
STW,96.55,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,55.49,Proteobacteria,ArsC,Alternative e acceptor,0
STW,95.43,Proteobacteria,ArsC,Alternative e acceptor,1
STW,63.75,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,52.06,Proteobacteria,ArsC,Alternative e acceptor,0
STW,94.17,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,54.93,Proteobacteria,ArsC,Alternative e acceptor,1
STW,90.14,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,50.08,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,57.84,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Front,86.13,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,84,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,82.07,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,85.73,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,71.45,Bacteroidota,ArsC,Alternative e acceptor,0
STW,53.45,Bacteroidota,ArsC,Alternative e acceptor,0
STW,73.49,Cyanobacteria,ArsC,Alternative e acceptor,1
Front,62.65,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,94.7,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,76.18,Proteobacteria,ArsC,Alternative e acceptor,1
STW,95.68,Proteobacteria,ArsC,Alternative e acceptor,0
STW,91.06,Proteobacteria,ArsC,Alternative e acceptor,0
STW,88.12,Proteobacteria,ArsC,Alternative e acceptor,1
STW,88.77,Proteobacteria,ArsC,Alternative e acceptor,1
STW,54.28,Proteobacteria,ArsC,Alternative e acceptor,0
Front,86.73,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,76.95,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,57.44,Crenarchaeota,ArsC,Alternative e acceptor,0
SAW,56.31,Crenarchaeota,ArsC,Alternative e acceptor,1
STW,92.01,Crenarchaeota,ArsC,Alternative e acceptor,1
Deep,75.73,Crenarchaeota,ArsC,Alternative e acceptor,0
SAW,79.33,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,68.15,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,84.8,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,81.87,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,52.62,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,65.69,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,56.69,Acidobacteriota,ArsC,Alternative e acceptor,0
Deep,91.8,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,85.59,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,85,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,71.54,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,68.46,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,77.04,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,82.18,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,74.78,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,89.81,Cyanobacteria,ArsC,Alternative e acceptor,0
Deep,75.31,Gemmatimonadota,ArsC,Alternative e acceptor,0
Deep,89.64,Gemmatimonadota,ArsC,Alternative e acceptor,0
Deep,63.24,Marinisomatota,ArsC,Alternative e acceptor,0
Deep,51.45,Planctomycetota,ArsC,Alternative e acceptor,0
SAW,68.61,Planctomycetota,ArsC,Alternative e acceptor,0
Deep,72.45,Planctomycetota,ArsC,Alternative e acceptor,1
Deep,93.61,Planctomycetota,ArsC,Alternative e acceptor,1
SAW,52.94,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,59.48,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,64.58,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,92.13,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,92.5,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,68.4,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,82.46,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,81.48,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,58.6,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,97.26,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,87.15,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,61.73,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,76.3,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,72.18,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,85.68,SAR324,ArsC,Alternative e acceptor,1
Deep,61.56,SAR324,ArsC,Alternative e acceptor,0
Deep,93.82,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,66.98,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,95.54,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,83.32,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,94.9,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,88.86,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,93.95,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,61.3,Crenarchaeota,ArsC,Alternative e acceptor,1
SAW,55.48,Crenarchaeota,ArsC,Alternative e acceptor,1
STW,82.04,Crenarchaeota,ArsC,Alternative e acceptor,1
STW,66.8,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,83.2,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,65.67,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,77.99,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,64.89,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,86.89,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,88.02,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,58.17,Actinobacteriota,ArsC,Alternative e acceptor,1
