,Domain,Phylum,Class,Order,Family,Genus,Species,Species_ANI,mOTU,16S,Community (%),Bin_Size (Mbp),Completeness (%),Contamination (%),Strain_Heterogeneity (%),Watermass
60_bin.65,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,2.162871746,1.612108,89.81,0.27,0,SAW
63_bin.9,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,Y,4.833643525,1.552065,87.55,0.95,100,SAW
66_bin.10,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,4.206252392,1.694017,89.81,0.45,66.67,SAW
7_bin.25,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,8.51202384,1.069947,60.91,0.54,100,STW
71_bin.4,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,Y,7.509037818,1.643142,88.45,0,0,SAW
74_bin.11,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,7.005030759,1.542498,87.5,0.27,100,SAW
77_bin.15,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,6.850889514,1.500019,84,0.14,100,SAW
79_bin.53,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,2.855537404,1.6843,93.21,0.27,100,SAW
82_bin.7,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835,2_2,NA,N,3.64489903,1.700935,94.34,0.63,33.33,SAW
41_bin.102,Bacteria,Dadabacteria,UBA1144,UBA1144,UBA1144,TMED58,TMED58 sp002701865,59_0,NA,Y,0.159585036,1.002781,76.4,5.5,0,SAW
41_bin.76,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,,,,147_0,NA,N,0.110241046,2.168865,70.69,5.17,0,SAW
23_bin.20,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,,189_1,NA,Y,0.911398767,2.011128,94.44,3.3,0,Deep
47_bin.39,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,,189_1,NA,Y,0.931991,1.808856,78.21,2.26,0,Deep
61_bin.24,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,,189_1,NA,N,0.484750834,1.816509,75.31,8.79,22.22,Deep
1_bin.5,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA2589,,164_1,NA,N,0.969304775,1.708595,60.11,3.6,0,STW
76_bin.30,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA2589,,164_1,NA,Y,1.002529897,2.394397,81.25,7.14,0,STW
78_bin.45,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA2589,,164_1,NA,Y,0.811997568,2.423492,84.45,5.49,20,STW
20_bin.14,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925,206_1,NA,Y,0.949184424,2.260686,83.39,2.2,50,Deep
51_bin.21,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925,206_1,NA,N,0.61658629,1.82792,59.87,4.46,40,Deep
61_bin.34,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925,206_1,NA,N,1.473662854,2.258286,89.64,2.2,0,Deep
83_bin.14,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925,206_1,NA,Y,1.26624753,2.391114,78.14,6.14,71.43,Deep
61_bin.49,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2722105,,78_0,NA,N,0.594437954,1.028114,63.24,6.9,20,Deep
23_bin.31,Bacteria,Myxococcota,UBA796,UBA796,UBA796,UBA796,,6_0,NA,N,0.590632959,3.497989,59.64,1.72,0,Deep
42_bin.44,Bacteria,Myxococcota,UBA796,UBA796,UBA796,,,214_0,NA,N,0.260655069,5.980497,57.76,0.86,0,SAW
23_bin.47,Bacteria,Myxococcota,UBA9042,UBA3505,UBA3505,,,46_0,NA,N,0.484576458,2.838471,62.75,1.68,0,Deep
23_bin.62,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,,51_1,NA,Y,1.278134795,1.776305,84.46,5.3,12.5,Deep
34_bin.14,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,,51_1,NA,Y,1.396692729,1.710819,84.99,1.88,0,Deep
43_bin.18,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,,51_1,NA,Y,1.192739187,1.650374,80.99,1.88,0,Deep
47_bin.21,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,,51_1,NA,N,1.465743397,1.72165,83.85,2.74,0,Deep
80_bin.8,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,,51_1,NA,N,1.008243895,1.268015,64.78,0.85,0,Deep
83_bin.12,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,,51_1,NA,Y,0.776919849,1.169707,50.34,2.31,0,Deep
77_bin.49,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,Fuerstia,,69_0,NA,Y,0.52922831,3.201774,61.94,0,0,SAW
23_bin.64,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,,163_0,NA,N,0.464249934,1.066637,60.72,1.14,0,Deep
48_bin.34,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,,7_0,NA,N,0.646345686,4.593024,86.02,1.08,0,STW
35_bin.30,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,,55_1,NA,Y,0.467176683,4.51795,92.87,1.25,0,Neritic
36_bin.84,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,,55_1,NA,Y,0.27837068,4.329069,94.18,1.76,0,Neritic
37_bin.44,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,,55_1,NA,Y,0.380023387,4.184407,90.52,1.18,0,STW
5_bin.9,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,,55_2,NA,Y,0.743008875,3.347697,74.64,4.78,20,SAW
60_bin.20,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,,55_2,NA,Y,0.490957826,3.224243,68.61,0,0,SAW
46_bin.29,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp002862205,56_0,NA,Y,0.186132471,4.321169,50.11,2.35,0,SAW
61_bin.29,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,SAT2750,SAT2750 sp002708345,24_0,NA,N,0.496960622,3.366604,72.45,0.57,0,Deep
7_bin.33,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA12014,UBA12014 sp002690755,215_0,NA,N,0.537198714,2.155118,55.91,1.7,33.33,STW
79_bin.23,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,UBA721,UBA721 sp002705165,64_0,NA,Y,0.711079359,4.838776,96.29,4.71,0,SAW
39_bin.17,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA8087,UBA8087 sp002684315,5_1,NA,N,0.492582252,2.030521,61.58,5.26,66.67,SAW
52_bin.39,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA8087,,5_2,NA,Y,0.527685604,2.310087,83.87,1.81,20,STW
47_bin.4,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,,23_1,NA,Y,1.856718208,5.978527,93.27,2.29,16.67,Deep
51_bin.5,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,,23_1,NA,Y,0.665141607,5.383562,82.86,2.22,0,Deep
61_bin.50,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,,23_1,NA,Y,0.827220984,5.924991,93.61,1.21,50,Deep
69_bin.2,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,,23_1,NA,Y,1.629919578,4.674905,70.16,2.22,0,Deep
80_bin.25,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,,23_1,NA,Y,1.321421472,5.789665,95.56,1.11,0,Deep
83_bin.10,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,,23_1,NA,N,0.750412409,4.24337,69.52,1.67,0,Deep
23_bin.36,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,63_0,NA,N,0.572394408,4.366755,74.5,6.32,10,Deep
61_bin.42,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,77_0,NA,Y,0.420095596,2.615571,51.45,1.18,0,Deep
80_bin.29,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,AEGEAN-183,,149_0,NA,Y,0.877724151,1.005661,53.21,7.52,4.17,Deep
41_bin.77,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,AG-339-G14,,58_1,NA,Y,1.03667333,1.020875,61.2,3.04,12.5,SAW
23_bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp002354605,179_1,NA,Y,0.818185228,2.713766,60.69,0,0,Deep
3_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp002354605,179_1,NA,Y,2.62757368,2.843298,64.8,7.89,97.06,Deep
69_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp002354605,179_1,NA,Y,1.713255335,2.446501,79.23,0.81,25,Deep
29_bin.38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,,133_1,NA,N,1.188170295,2.05123,87.68,2.94,6.67,SAW
6_bin.17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,,133_1,NA,N,2.079844234,1.805456,88.32,0,0,SAW
12_bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,N,9.872790775,1.605776,68.56,0,0,Neritic
21_bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,Y,1.830222935,2.059084,89.6,1.77,12.5,STW
24_bin.31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,N,2.994525169,2.046314,91.13,1.32,0,STW
35_bin.62,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,N,1.974586238,2.12211,91.46,2.13,20,Neritic
36_bin.7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,N,1.454877848,1.972098,88.07,0.41,0,Neritic
37_bin.39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,N,1.510686187,2.100389,90.63,1.6,14.29,STW
38_bin.42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,Y,0.528159162,2.17284,83.63,7.04,12.12,Front
52_bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,Y,0.941685863,2.059889,89.43,2.76,0,STW
67_bin.17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625,134_1,NA,N,6.589208853,2.023891,90.45,0,0,STW
6_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp000153745,134_2,NA,N,0.822441733,1.741286,77.09,1.77,44.44,SAW
67_bin.29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp000153745,134_2,NA,N,1.488184959,1.73798,72.59,1.86,16.67,STW
41_bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,,157_1,NA,Y,0.666968735,1.182759,90.55,3.76,0,SAW
8_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,,157_1,NA,N,0.884888462,0.942842,59.65,1.75,0,SAW
9_bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,4_0,NA,N,0.686945169,7.013354,76.71,8.75,10.59,Deep
37_bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,137_0,NA,N,2.797269795,1.011208,58.33,5.46,20,STW
10_bin.29,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,3.2455434,1.050723,53.27,0.73,0,STW
30_bin.38,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,N,1.596385285,0.982082,50.77,2.22,33.33,SAW
32_bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,6.572903383,1.316279,70.22,6.26,17.86,STW
39_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,2.351440068,0.995016,60.5,0.99,25,SAW
40_bin.22,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,3.094322744,0.995053,53.16,2.33,0,SAW
42_bin.58,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,3.722275495,0.823505,52.43,0.8,33.33,SAW
45_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,N,2.341719101,0.934453,53.89,0.8,0,Front
5_bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,N,2.539120425,1.078043,51.87,3.62,0,SAW
50_bin.21,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,5.641024587,1.086586,60.08,1.9,20,SAW
63_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,4.120332509,1.191102,54.55,1.55,16.67,SAW
68_bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,4.025030986,1.12324,59.34,2.62,8.33,SAW
7_bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,Y,2.967845772,1.138652,56.37,0.67,0,STW
77_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,N,1.671151834,1.05421,55.14,6.07,0,SAW
79_bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,152_1,NA,N,2.175346305,1.291782,64.66,8.17,7.14,SAW
38_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,153_1,NA,N,0.592758717,1.305848,57.76,6.9,80,Front
77_bin.40,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,153_1,NA,N,0.695030513,0.813296,54.03,5.27,26.67,SAW
8_bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,153_1,NA,N,1.367153793,1.346291,66.85,6.84,16.67,SAW
3_bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A citreus,3_0,NA,N,2.113597763,2.842404,92.98,2.88,35.71,Deep
60_bin.24,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,GCA-002724395,,196_1,NA,N,0.529500662,2.344093,64.58,2.42,0,SAW
79_bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,GCA-002724395,,196_1,NA,Y,0.778146856,3.133906,95.26,2.76,37.5,SAW
60_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002727775,,176_1,NA,N,0.750453073,2.898929,68.4,3.65,0,SAW
79_bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002727775,,176_1,NA,Y,1.112664736,3.093401,98.28,6.43,0,SAW
35_bin.32,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,158_1,NA,Y,0.766870446,1.441727,60.92,1.76,20,Neritic
36_bin.50,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,158_1,NA,Y,0.633747295,1.867284,69.83,0,0,Neritic
37_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,158_1,NA,Y,0.716281578,1.678474,53.45,0,0,STW
38_bin.70,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,158_1,NA,Y,0.453834554,1.89392,67.24,6.03,25,Front
40_bin.21,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,159_1,NA,N,0.44452772,1.677693,60.59,7.38,0,SAW
41_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,159_1,NA,Y,0.450375769,1.854891,80.9,0.65,0,SAW
60_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,,159_1,NA,Y,1.256730074,1.738907,76.3,0.72,0,SAW
41_bin.62,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,GCA-2684605,GCA-2684605 sp002684605,92_0,NA,N,0.184036302,1.566183,83.87,0,0,SAW
60_bin.25,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-2685275,,198_0,NA,Y,0.554088202,1.250816,72.18,1.56,26.67,SAW
60_bin.29,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,UBA830,GCA-2689465,,167_0,NA,Y,0.622040387,2.416316,52.94,4.86,0,SAW
36_bin.90,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,UBA830,GCA-2689465,,213_0,NA,N,0.197931786,2.00448,50,0,0,Neritic
30_bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,GCA-2697345,,121_0,NA,Y,0.533899636,1.446095,58.85,3.27,17.39,SAW
2_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,1.524770647,1.515169,60.99,4.09,4.35,SAW
22_bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,2.627075178,1.551153,71.97,5.17,4.17,SAW
26_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,1.967876961,1.443566,67.17,1.8,30,Front
27_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,1.934420678,1.430995,67.72,3.55,16,SAW
28_bin.22,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,3.267143176,1.534307,70.54,5.7,8.82,SAW
29_bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,1.026450624,1.42544,89.66,5.99,5.88,SAW
33_bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,2.611649135,1.234535,57.14,0.85,12.5,SAW
38_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,N,1.309461948,1.299168,67.81,1.25,0,Front
39_bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,1.215482159,1.363701,64.45,2.65,11.11,SAW
41_bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,N,1.734731519,1.03588,53.05,0.46,0,SAW
63_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,150_1,NA,Y,5.861936473,1.225004,60.13,0.22,0,SAW
36_bin.40,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,,151_1,NA,N,0.354105412,1.138592,71.07,7.95,16.05,Neritic
23_bin.38,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aquamarina,168_1,NA,N,1.77982926,3.165164,96.55,0.48,50,Deep
9_bin.46,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aquamarina,168_1,NA,Y,0.964907845,3.030035,94.58,2.08,71.43,Deep
35_bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,,126_1,NA,Y,1.319414348,1.868836,89.82,3.43,31.58,Neritic
36_bin.55,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,,126_1,NA,Y,1.352543651,1.837325,91.68,0.65,0,Neritic
37_bin.35,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,,126_1,NA,Y,1.360940043,1.891938,92.47,0.82,14.29,STW
48_bin.44,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,,126_1,NA,Y,0.464576339,1.188482,52.93,1.47,0,STW
11_bin.7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,N,2.024883555,1.463443,54.27,0.76,57.14,SAW
28_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,1.973680941,2.313614,81.55,4.1,26.09,SAW
39_bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,7.498595729,2.266953,89.33,0.23,50,SAW
41_bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,3.689559788,1.628205,60.74,0,0,SAW
42_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,5.388446309,1.827929,70.34,0,0,SAW
50_bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,3.728544579,2.254886,91.61,0.51,33.33,SAW
54_bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,6.344536489,1.456421,50.71,0,0,SAW
58_bin.32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,1.729580003,2.23694,76.18,3.14,8.33,SAW
71_bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,Y,4.43705631,2.504748,92.97,4.43,14.29,SAW
74_bin.14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,N,2.54463851,2.57846,74.73,9.07,14.29,SAW
8_bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,120_1,NA,N,3.591559403,1.958797,80.26,0,0,SAW
10_bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002457115,120_2,NA,N,3.08525228,1.811525,81.18,0.85,40,STW
56_bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002711145,120_2,NA,Y,2.831164632,2.229402,88.12,1.67,28.57,STW
7_bin.36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002457115,120_2,NA,N,4.98320067,1.734476,78.33,1.29,100,STW
70_bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002457115,120_2,NA,Y,1.907075449,2.297418,91,0.98,20,STW
11_bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,1.055200898,2.814543,75.75,5.08,4,SAW
2_bin.13,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,0.619690151,2.225484,59.33,3.26,23.81,SAW
33_bin.28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,Y,1.987372733,2.217084,69.85,1.01,25,SAW
38_bin.33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,0.641069535,2.915494,91.38,5.17,30.77,Front
40_bin.54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,3.384674331,3.236771,93.71,5.15,0,SAW
42_bin.20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,4.506822648,3.210472,93.76,4.83,0,SAW
54_bin.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,2.943141381,3.385875,95.28,1.26,0,SAW
6_bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,124_1,NA,N,0.81943573,3.16411,87.5,4.07,18.18,SAW
